O*NET-SOC Code,Title,Alternate Title,Short Title,Source(s)
17-2051.00,Civil Engineers,Road Engineer,,"04,06"
17-2051.00,Civil Engineers,Roadway Engineer,,10
17-2051.00,Civil Engineers,Sanitary Engineer,,08
17-2051.00,Civil Engineers,Street Engineer,,"04,06"
17-2051.00,Civil Engineers,Stress Engineer,,"04,06"
17-2051.00,Civil Engineers,Structural Design Engineer,,08
17-2051.00,Civil Engineers,Structural Designer,,09
17-2051.00,Civil Engineers,Structural Engineer,,"02,04,08,10"
17-2051.00,Civil Engineers,Structural Steel Engineer,,"04,06"
17-2051.00,Civil Engineers,Topographical Engineer,,"04,06"
17-2051.00,Civil Engineers,Track Production Engineer,,08
17-2051.00,Civil Engineers,Traveling Engineer,,"04,06"
17-2051.00,Civil Engineers,Utility Engineer,,09
17-2051.00,Civil Engineers,Wastewater Plant Civil Engineer,,08
17-2051.00,Civil Engineers,Zoning Engineer,,"04,06"
17-2051.01,Transportation Engineers,Airport Engineer,,08
17-2051.01,Transportation Engineers,Civil Transportation Engineer,,08
17-2051.01,Transportation Engineers,Engineer,,"02,10"
17-2051.01,Transportation Engineers,Highway Civil Engineer,,10
17-2051.01,Transportation Engineers,Highway Engineer,,"08,10"
17-2051.01,Transportation Engineers,Highway Project Engineer,,10
17-2051.01,Transportation Engineers,Project Engineer,,"02,10"
17-2051.01,Transportation Engineers,Rail Engineer,,02
17-2051.01,Transportation Engineers,Road Engineer,,10
17-2051.01,Transportation Engineers,Roadway Designer,,02
17-2051.01,Transportation Engineers,Roadway Engineer,,"02,10"
17-2051.01,Transportation Engineers,State Roadway Design Engineer,,02
17-2051.01,Transportation Engineers,Traffic Engineer,,"02,08"
17-2051.01,Transportation Engineers,Traffic Operations Engineer,,02
17-2051.01,Transportation Engineers,Transportation Analyst,,08
17-2051.01,Transportation Engineers,Transportation Consultant,,08
17-2051.01,Transportation Engineers,Transportation Design Engineer,,08
17-2051.01,Transportation Engineers,Transportation Engineer,,"02,08,10"
17-2051.01,Transportation Engineers,Transportation Engineering Intern,,10
17-2051.01,Transportation Engineers,Transportation Planning Engineer,,08
17-2051.01,Transportation Engineers,Transportation Project Engineer,,10
17-2051.02,Water/Wastewater Engineers,Consulting Engineer,,02
17-2051.02,Water/Wastewater Engineers,County Engineer,,02
17-2051.02,Water/Wastewater Engineers,Dimensional Engineer,,10
17-2051.02,Water/Wastewater Engineers,Engineer,,02
17-2051.02,Water/Wastewater Engineers,Hydraulics Engineer,,10
17-2051.02,Water/Wastewater Engineers,Hydrologic Modeler,,08
17-2051.02,Water/Wastewater Engineers,Project Development Engineer,,02
17-2051.02,Water/Wastewater Engineers,Remediation Engineer,,10
17-2051.02,Water/Wastewater Engineers,Remediation Project Engineer,,10
17-2051.02,Water/Wastewater Engineers,Wastewater Design Engineer,,08
17-2051.02,Water/Wastewater Engineers,Wastewater Engineer,,"08,10"
17-2051.02,Water/Wastewater Engineers,Wastewater Process Engineer,,08
17-2051.02,Water/Wastewater Engineers,Wastewater Project Engineer,,08
17-2051.02,Water/Wastewater Engineers,Water Engineer,,08
17-2051.02,Water/Wastewater Engineers,Water Project Engineer,,08
17-2051.02,Water/Wastewater Engineers,Water Resources Engineer,,"08,10"
17-2051.02,Water/Wastewater Engineers,Water Resources Project Engineer,,10
17-2051.02,Water/Wastewater Engineers,Water Systems Designer,,08
17-2051.02,Water/Wastewater Engineers,Water Systems Engineer,,08
17-2051.02,Water/Wastewater Engineers,Water Treatment Engineer,,10
17-2051.02,Water/Wastewater Engineers,Water/Wastewater Engineer,,08
17-2051.02,Water/Wastewater Engineers,Water/Wastewater Project Engineer,,08
17-2051.02,Water/Wastewater Engineers,Watershed Engineer,,08
17-2061.00,Computer Hardware Engineers,Analog Design Engineer,,10
17-2061.00,Computer Hardware Engineers,Analog IC Design Engineer (Analog Integrated Circuit Design Engineer),Analog IC Design Engineer,10
17-2061.00,Computer Hardware Engineers,Application Specific Integrated Circuit Design Engineer (ASIC Design Engineer),ASIC Design Engineer,10
17-2061.00,Computer Hardware Engineers,Application Specific Integrated Circuit Design Verification Engineer (ASIC Design Verification Engineer),ASIC Design Verification Engineer,10
17-2061.00,Computer Hardware Engineers,Computer Designer,,"04,06"
17-2061.00,Computer Hardware Engineers,Computer Engineer,,"04,10"
17-2061.00,Computer Hardware Engineers,Computer Hardware Designer,,04
17-2061.00,Computer Hardware Engineers,Computer Hardware Developer,,04
17-2061.00,Computer Hardware Engineers,Computer Hardware Engineer,,04
17-2061.00,Computer Hardware Engineers,Computer Installation Engineer,,06
17-2061.00,Computer Hardware Engineers,Computer Tester,,"04,06"
17-2061.00,Computer Hardware Engineers,Computer Vision Engineer,,10
17-2061.00,Computer Hardware Engineers,Design Engineer,,"02,10"
17-2061.00,Computer Hardware Engineers,Design Verification Engineer,,10
17-2061.00,Computer Hardware Engineers,Digital Design Engineer,,10
17-2061.00,Computer Hardware Engineers,Digital Hardware Engineer,,10
17-2061.00,Computer Hardware Engineers,Electronics Engineer,,08
17-2061.00,Computer Hardware Engineers,Embedded Hardware Engineer,,10
17-2061.00,Computer Hardware Engineers,Engineer,,02
17-2061.00,Computer Hardware Engineers,Field Service Engineer,,02
17-2061.00,Computer Hardware Engineers,FPGA Design Engineer (Field Programmable Gate Array Design Engineer),FPGA Design Engineer,10
17-2061.00,Computer Hardware Engineers,FPGA Design Engineer (Field Programmable Gate Design Engineer),FPGA Design Engineer,10
17-2061.00,Computer Hardware Engineers,FPGA Engineer (Field Programmable Gate Array Engineer),FPGA Engineer,10
17-2061.00,Computer Hardware Engineers,Hardware Architect,,10
17-2061.00,Computer Hardware Engineers,Hardware Design Engineer,,"02,10"
17-2061.00,Computer Hardware Engineers,Hardware Development Engineer,,10
17-2061.00,Computer Hardware Engineers,Hardware Engineer,,"02,03,08,10"
17-2061.00,Computer Hardware Engineers,Hardware Systems Engineer,,10
17-2061.00,Computer Hardware Engineers,Hardware Test Engineer,,10
17-2061.00,Computer Hardware Engineers,Microchip Specialist,,"04,06"
17-2061.00,Computer Hardware Engineers,Physical Design Engineer,,02
17-2061.00,Computer Hardware Engineers,Project Engineer,,02
17-2061.00,Computer Hardware Engineers,Staff Engineer,,02
17-2061.00,Computer Hardware Engineers,Systems Integration Engineer,,02
17-2071.00,Electrical Engineers,Automation Engineer,,09
17-2071.00,Electrical Engineers,Cable Engineer,,"04,06"
17-2071.00,Electrical Engineers,Circuits Engineer,,02
17-2071.00,Electrical Engineers,Controls Engineer,,"02,10"
17-2071.00,Electrical Engineers,Design Engineer,,"02,10"
17-2071.00,Electrical Engineers,Distribution Engineer,,"04,06"
17-2071.00,Electrical Engineers,Distribution Field Engineer,,08
17-2071.00,Electrical Engineers,District Plant Engineer,,"04,06"
17-2071.00,Electrical Engineers,Division Engineer,,"04,06"
17-2071.00,Electrical Engineers,Division Plant Engineer,,"04,06"
17-2071.00,Electrical Engineers,Electrical Controls Engineer,,02
17-2071.00,Electrical Engineers,Electrical Design Engineer,,"02,04,10"
17-2071.00,Electrical Engineers,Electrical Designer,,09
17-2071.00,Electrical Engineers,Electrical Engineer,,"02,04,09,10"
17-2071.00,Electrical Engineers,Electrical Engineering Intern,,10
17-2071.00,Electrical Engineers,Electrical Integrator,,08
17-2071.00,Electrical Engineers,Electrical Power Engineer,,10
17-2071.00,Electrical Engineers,Electrical Products Engineer,,"04,06"
17-2071.00,Electrical Engineers,Electrical Project Engineer,,"02,10"
17-2071.00,Electrical Engineers,Electrical Prospecting Engineer,,08
17-2071.00,Electrical Engineers,Electrical Research Engineer,,08
17-2071.00,Electrical Engineers,Electrical Systems Engineer,,"02,04,06"
17-2071.00,Electrical Engineers,Electrical Test Engineer,,08
17-2071.00,Electrical Engineers,Electrolysis and Corrosion Control Engineer,,08
17-2071.00,Electrical Engineers,Electrolysis Engineer,,"04,06"
17-2071.00,Electrical Engineers,Electrolysis Investigator,,"04,06"
17-2071.00,Electrical Engineers,Engineer,,"02,10"
17-2071.00,Electrical Engineers,Field Engineer,,10
17-2071.00,Electrical Engineers,Geothermal Electrical Engineer,,08
17-2071.00,Electrical Engineers,Hydroelectric Plant Electrical Engineer,,08
17-2071.00,Electrical Engineers,Illuminating Engineer,,"04,06,08"
17-2071.00,Electrical Engineers,Induction Coordination Engineer,,"04,06"
17-2071.00,Electrical Engineers,Induction Coordination Power Engineer,,08
17-2071.00,Electrical Engineers,Instrumentation and Electrical Reliability Engineer (I&E Reliability Engineer),I&E Reliability Engineer,02
17-2071.00,Electrical Engineers,Instrumentation Engineer,,10
17-2071.00,Electrical Engineers,Laser Engineer,,09
17-2071.00,Electrical Engineers,Lighting Engineer,,"04,06"
17-2071.00,Electrical Engineers,Line Construction Engineer,,"04,06"
17-2071.00,Electrical Engineers,Meter Engineer,,"04,06"
17-2071.00,Electrical Engineers,Outside Plant Engineer,,"04,06"
17-2071.00,Electrical Engineers,Photovoltaic Power Systems Engineer (PV Power Systems Engineer),PV Power Systems Engineer,08
17-2071.00,Electrical Engineers,Photovoltaic Solar Cell Designer (PV Solar Cell Designer),PV Solar Cell Designer,08
17-2071.00,Electrical Engineers,Plant Engineer,,"02,04,06"
17-2071.00,Electrical Engineers,Power Distribution Engineer,,"04,08"
17-2071.00,Electrical Engineers,Power Generation Engineer,,"04,06"
17-2071.00,Electrical Engineers,Power Systems Electrical Engineer,,08
17-2071.00,Electrical Engineers,Power Systems Engineer,,02
17-2071.00,Electrical Engineers,Power Transmission Engineer,,08
17-2071.00,Electrical Engineers,Project Engineer,,02
17-2071.00,Electrical Engineers,Protection Engineer,,"04,06,08"
17-2071.00,Electrical Engineers,Radio Frequency Engineer (RF Engineer),RF Engineer,09
17-2071.00,Electrical Engineers,Results Engineer,,"04,06"
17-2071.00,Electrical Engineers,Rural Electrification Engineer,,"04,06"
17-2071.00,Electrical Engineers,Service Engineer,,"04,06"
17-2071.00,Electrical Engineers,Smart Grid Engineer,,08
17-2071.00,Electrical Engineers,Substation Electrical Engineer,,"02,10"
17-2071.00,Electrical Engineers,Substation Engineer,,10
17-2071.00,Electrical Engineers,Systems Development Engineer,,08
17-2071.00,Electrical Engineers,Test Engineer,,02
17-2071.00,Electrical Engineers,Testing Engineer,,"04,06"
17-2071.00,Electrical Engineers,Transmission Engineer,,"04,06"
17-2071.00,Electrical Engineers,Transmission Line Engineer,,10
17-2071.00,Electrical Engineers,Utility Engineer,,09
17-2071.00,Electrical Engineers,Wind Farm Electrical Systems Designer,,08
17-2071.00,Electrical Engineers,Wind Turbine Electrical Engineer,,08
17-2071.00,Electrical Engineers,Wire Communications Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Antenna Engineer,,"02,04"
17-2072.00,"Electronics Engineers, Except Computer",Audio Visual Engineer (AV Engineer),AV Engineer,10
17-2072.00,"Electronics Engineers, Except Computer",Audio Visual Manager,,10
17-2072.00,"Electronics Engineers, Except Computer",Automation Engineer,,09
17-2072.00,"Electronics Engineers, Except Computer",Central Office Equipment Engineer,,"04,06,08"
17-2072.00,"Electronics Engineers, Except Computer",Central Office Facilities Planning Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Circuit Design Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Circuit Designer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Commercial Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Communications Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Compatibility Test Engineer,,02
17-2072.00,"Electronics Engineers, Except Computer",Control Systems Engineer,,10
17-2072.00,"Electronics Engineers, Except Computer",Customer Equipment Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Design Engineer,,"02,04"
17-2072.00,"Electronics Engineers, Except Computer",Dial Equipment Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Electrical Electronics Engineers,,09
17-2072.00,"Electronics Engineers, Except Computer",Electronic Design Automation Engineer (EDA Engineer),EDA Engineer,"02,04"
17-2072.00,"Electronics Engineers, Except Computer",Electronic Design Engineer,,10
17-2072.00,"Electronics Engineers, Except Computer",Electronic Hardware Engineer,,10
17-2072.00,"Electronics Engineers, Except Computer",Electronic Parts Designer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Electronic Systems Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Electronics Design Engineer,,"02,08"
17-2072.00,"Electronics Engineers, Except Computer",Electronics Research Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Electronics Test Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Electrophonic Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Engineer,,"02,10"
17-2072.00,"Electronics Engineers, Except Computer",Equipment Engineer,,"02,04,06"
17-2072.00,"Electronics Engineers, Except Computer",Evaluation Engineer,,02
17-2072.00,"Electronics Engineers, Except Computer",Field Programmable Gate Array Verification Engineer (FPGA Verification Engineer),FPGA Verification Engineer,10
17-2072.00,"Electronics Engineers, Except Computer",Field Service Engineer,,10
17-2072.00,"Electronics Engineers, Except Computer",FPGA Engineer (Field-Programmable Gate Array Engineer),FPGA Engineer,10
17-2072.00,"Electronics Engineers, Except Computer",Guidance and Control Systems Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Integrated Circuit Design Engineer (IC Design Engineer),IC Design Engineer,02
17-2072.00,"Electronics Engineers, Except Computer",Microwave Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Outside Plant Cable Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Outside Plant Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Power Electronics Engineer,,10
17-2072.00,"Electronics Engineers, Except Computer",Product Engineer,,02
17-2072.00,"Electronics Engineers, Except Computer",Radar Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Radio Frequency Design Engineer (RF Design Engineer),RF Design Engineer,10
17-2072.00,"Electronics Engineers, Except Computer",Radio Frequency Engineer (RF Engineer),RF Engineer,"02,10"
17-2072.00,"Electronics Engineers, Except Computer",Research and Development Engineer (R and D Engineer),R and D Engineer,02
17-2072.00,"Electronics Engineers, Except Computer",Studio Operations Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Telecommunications Engineer,,"04,09"
17-2072.00,"Electronics Engineers, Except Computer",Test Engineer,,02
17-2072.00,"Electronics Engineers, Except Computer",Traffic Circuit Engineer,,"04,06"
17-2072.00,"Electronics Engineers, Except Computer",Transmission and Protection Engineer,,08
17-2072.00,"Electronics Engineers, Except Computer",Transmitter Engineer,,"04,06"
17-2072.01,Radio Frequency Identification Device Specialists,Cardiac Device Specialist,,10
17-2072.01,Radio Frequency Identification Device Specialists,Deployment Engineer,,02
17-2072.01,Radio Frequency Identification Device Specialists,Device Test Engineer,,10
17-2072.01,Radio Frequency Identification Device Specialists,DSP Engineer (Digital Signal Processing Engineer),DSP Engineer,10
17-2072.01,Radio Frequency Identification Device Specialists,Electro Magnetic Compatibility Test Engineer,,02
17-2072.01,Radio Frequency Identification Device Specialists,RF Design Engineer (Radio Frequency Design Engineer),RF Design Engineer,10
17-2072.01,Radio Frequency Identification Device Specialists,RF Engineer (Radio Frequency Engineer),RF Engineer,"08,10"
17-2072.01,Radio Frequency Identification Device Specialists,RF Systems Engineer (Radio Frequency Systems Engineer),RF Systems Engineer,10
17-2072.01,Radio Frequency Identification Device Specialists,RF Test Engineer (Radio Frequency Test Engineer),RF Test Engineer,10
17-2072.01,Radio Frequency Identification Device Specialists,RFID Analyst (Radio Frequency Identification Device Analyst),RFID Analyst,08
17-2072.01,Radio Frequency Identification Device Specialists,RFID Developer (Radio Frequency Identification Device Developer),RFID Developer,08
17-2072.01,Radio Frequency Identification Device Specialists,RFID Engineer (Radio Frequency Identification Device Engineer),RFID Engineer,02
17-2072.01,Radio Frequency Identification Device Specialists,RFID Specialist (Radio Frequency Identification Device Specialist),RFID Specialist,08
17-2072.01,Radio Frequency Identification Device Specialists,RFID Strategist (Radio Frequency Identification Device Strategist),RFID Strategist,08
17-2072.01,Radio Frequency Identification Device Specialists,RFID Systems Architect (Radio Frequency Identification Device Systems Architect),RFID Systems Architect,08
17-2072.01,Radio Frequency Identification Device Specialists,RFID Systems Engineer (Radio Frequency Identification Device Systems Engineer),RFID Systems Engineer,02
17-2072.01,Radio Frequency Identification Device Specialists,RFID Technician (Radio Frequency Identification Device Technician),RFID Technician,"02,08"
17-2072.01,Radio Frequency Identification Device Specialists,Signal Engineer,,10
17-2072.01,Radio Frequency Identification Device Specialists,Signal Integrity Engineer,,10
17-2072.01,Radio Frequency Identification Device Specialists,Signaling Project Engineer,,10
17-2072.01,Radio Frequency Identification Device Specialists,Technical Support Engineer,,02
17-2072.01,Radio Frequency Identification Device Specialists,Wireless Engineer,,10
17-2081.00,Environmental Engineers,Air Pollution Control Engineer,,"02,04,06"
17-2081.00,Environmental Engineers,Air Quality Engineer,,10
17-2081.00,Environmental Engineers,Civil Engineer,,10
17-2081.00,Environmental Engineers,Coastal Engineer,,10
17-2081.00,Environmental Engineers,Engineer,,02
17-2081.00,Environmental Engineers,Engineering Consultant,,02
17-2081.00,Environmental Engineers,Environmental Analyst,,"02,08"
17-2081.00,Environmental Engineers,Environmental Consultant,,"02,08"
17-2081.00,Environmental Engineers,Environmental Coordinator,,10
17-2081.00,Environmental Engineers,Environmental Designer,,08
17-2081.00,Environmental Engineers,Environmental Engineer,,"02,04,10"
17-2081.00,Environmental Engineers,Environmental Engineering Intern,,10
17-2081.00,Environmental Engineers,Environmental Planner,,08
17-2081.00,Environmental Engineers,Environmental Project Engineer,,10
17-2081.00,Environmental Engineers,Environmental Project Manager,,10
17-2081.00,Environmental Engineers,Environmental Remediation Engineer,,04
17-2081.00,Environmental Engineers,Environmental Remediation Specialist,,02
17-2081.00,Environmental Engineers,Environmental Safety Specialist,,09
17-2081.00,Environmental Engineers,Environmental Scientist,,10
17-2081.00,Environmental Engineers,Environmental Systems Coordinator,,09
17-2081.00,Environmental Engineers,Environmental Test Engineer,,10
17-2081.00,Environmental Engineers,Environmentalist,,09
17-2081.00,Environmental Engineers,Flood Control Engineer,,"04,06"
17-2081.00,Environmental Engineers,Hazardous Substances Engineer,,"02,04"
17-2081.00,Environmental Engineers,Hazardous Waste Management Control Engineer,,"04,06"
17-2081.00,Environmental Engineers,Hazardous Waste Management Specialist,,08
17-2081.00,Environmental Engineers,Industrial Hygiene Engineer,,"04,06"
17-2081.00,Environmental Engineers,Irrigation Engineer,,"04,06"
17-2081.00,Environmental Engineers,Pollution Control Engineer,,"04,06,08"
17-2081.00,Environmental Engineers,Project Engineer,,10
17-2081.00,Environmental Engineers,Public Health Engineer,,"04,06"
17-2081.00,Environmental Engineers,Radiation Protection Engineer,,"04,06"
17-2081.00,Environmental Engineers,Remediation Project Engineer,,10
17-2081.00,Environmental Engineers,Reservoir Engineer,,09
17-2081.00,Environmental Engineers,Sanitary Engineer,,"02,04,06"
17-2081.00,Environmental Engineers,Sanitation Engineer,,"04,06"
17-2081.00,Environmental Engineers,Sewage Disposal Engineer,,"04,06"
17-2081.00,Environmental Engineers,Soil Engineer,,"04,06"
17-2081.00,Environmental Engineers,Solid Waste Engineer,,08
17-2081.00,Environmental Engineers,Solid Waste Management Engineer,,"04,06"
17-2081.00,Environmental Engineers,Waste Management Engineer,,"04,06"
